L1,L2,L3,conditionName,confidence,sentence,source,support CNL1L2L3,support L1L2L3,predictedTag
IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,Brugada syndrome,0.0010101010101010099,"An ECG is a quick, painless test that records the electrical signals in your heart.",MAYO,0.00018946570670708602,0.1875710496400152,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
PERMANENT,,,Buerger's disease,0.0011235955056179776,"Although no treatment can cure Buerger's disease, the most effective way to stop the disease from getting worse is to quit using all tobacco products.",MAYO,0.00018946570670708602,0.16862447896930655,PERMANENT
IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,Bulimia,0.0020202020202020198,"Treatment may take time, but you can recover from bulimia.",NHS,0.00037893141341417203,0.1875710496400152,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,Bullous pemphigoid,0.01090909090909091,"Bullous pemphigoid often goes away on its own in a few months, but may take as many as five years to resolve.",MAYO,0.0005683971201212581,0.05210306934444865,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH,Bunions,0.008264462809917356,avoid sports for up to 6 months,NHS,0.00018946570670708602,0.022925350511557408,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH
IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,Bunions,0.0025062656641604013,"However, full recovery can take weeks to months.",MAYO,0.00018946570670708602,0.07559681697612733,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,Burning mouth syndrome,0.003636363636363637,"Whatever pattern of mouth discomfort you have, burning mouth syndrome may last for months to years.",MAYO,0.00018946570670708602,0.05210306934444865,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,Burning mouth syndrome,0.00353356890459364,"Burning mouth syndrome usually appears suddenly, but it can develop gradually over time.",MAYO,0.00018946570670708602,0.05361879499810535,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
DECLINE,FAST,FROM 1 DAY TO 1 WEEK,Burns,0.05,It can take a day or two for the signs and symptoms of a severe burn to develop.,MAYO,0.00018946570670708602,0.003789314134141721,DECLINE FAST FROM 1 DAY TO 1 WEEK
IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,Burns,0.0015847860538827257,They usually heal within a couple of weeks.,MAYO,0.00018946570670708602,0.11955286093217128,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
IMPROVE,MODERATELY,FROM 1 DAY TO 1 WEEK,Burns and scalds,0.043478260869565216,"Minor burns affecting the outer layer of skin and some of the underlying layer of tissue (superficial dermal burns) normally heal in around 14 days, leaving minimal scarring.",NHS,0.00018946570670708602,0.004357711254262978,IMPROVE MODERATELY FROM 1 DAY TO 1 WEEK
IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,Burns and scalds,0.003636363636363637,"More severe and deeper burns can take months or even years to fully heal, and usually leave some visible scarring.",NHS,0.00018946570670708602,0.05210306934444865,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,Bursitis,0.0015847860538827257,It can usually be treated at home and should go away in a few weeks,NHS,0.00018946570670708602,0.11955286093217128,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
IMPROVE,MODERATELY,FROM 6 MONTH TO 1 YEAR,C. difficile infection,0.021739130434782608,"Signs and symptoms usually develop within five to 10 days after starting a course of antibiotics, but may occur as soon as the first day or up to two months later.",MAYO,0.00018946570670708602,0.008715422508525956,IMPROVE MODERATELY FROM 6 MONTH TO 1 YEAR
IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,C. difficile infection,0.0015847860538827257,These spores can persist in a room for weeks or months.,MAYO,0.00018946570670708602,0.11955286093217128,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,COPD,0.00353356890459364,"Although COPD is a progressive disease that gets worse over time, COPD is treatable.",MAYO,0.00018946570670708602,0.05361879499810535,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,COPD,0.0035211267605633804,"People with COPD are also likely to experience episodes called exacerbations, during which their symptoms become worse than the usual day-to-day variation and persist for at least several days.",MAYO,0.00018946570670708602,0.053808260704812434,IMPROVE FAST FROM 1 DAY TO 1 WEEK
IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,CT scan,0.0020202020202020198,The scan will usually take around 10 to 20 minutes.,NHS,0.00037893141341417203,0.1875710496400152,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,CT scan,0.0015847860538827257,This normally takes a few days or weeks,NHS,0.00018946570670708602,0.11955286093217128,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,Caesarean section,0.005012531328320804,"You'll probably be in hospital for 3 or 4 days after a caesarean section, and may need to take things easy for several weeks.",NHS,0.00037893141341417203,0.07559681697612733,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,Caesarean section,0.0035211267605633804,The average stay in hospital after a caesarean is around 3 or 4 days.,NHS,0.00018946570670708602,0.053808260704812434,IMPROVE FAST FROM 1 DAY TO 1 WEEK
DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,Cancer,0.00353356890459364,"As cancer often develops slowly over several years, waiting for a few weeks will not usually impact on the effectiveness of treatment",NHS,0.00018946570670708602,0.05361879499810535,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
PERMANENT,,,Cancer,0.0022471910112359553,Cure.,MAYO,0.00037893141341417203,0.16862447896930655,PERMANENT
IMPROVE,FAST,FROM 8 DAY TO 2 MONTH,Canker sore,0.05,"Treatment usually isn't necessary for minor canker sores, which tend to clear on their own in a week or two.",MAYO,0.00018946570670708602,0.003789314134141721,IMPROVE FAST FROM 8 DAY TO 2 MONTH
IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,Canker sore,0.0047543581616481785,Most canker sores go away on their own in a week or two.,MAYO,0.0005683971201212581,0.11955286093217128,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
DECLINE,MODERATELY,FROM 8 DAY TO 2 MONTH,Carbon monoxide poisoning,0.03225806451612903,perinatal death (stillbirth) and death that occurs within the first 4 weeks of birth),NHS,0.00018946570670708602,0.005873436907919668,DECLINE MODERATELY FROM 8 DAY TO 2 MONTH
IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,Carcinoid syndrome,0.0020202020202020198,"Flushing episodes may last from a few minutes to a few hours or longer.
Flushing",MAYO,0.00037893141341417203,0.1875710496400152,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
IMPROVE,MODERATELY,FROM 1 DAY TO 1 WEEK,Cardiac catheterisation and coronary angiography,0.043478260869565216,Avoid having a bath for a day or two,NHS,0.00018946570670708602,0.004357711254262978,IMPROVE MODERATELY FROM 1 DAY TO 1 WEEK
IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,Cardiac catheterisation and coronary angiography,0.007042253521126761,"Most people feel fine a day or so after having the procedure, although you may feel a bit tired afterwards and the wound site is likely to be tender for up to a week",NHS,0.00037893141341417203,0.053808260704812434,IMPROVE FAST FROM 1 DAY TO 1 WEEK
IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,Cardiogenic shock,0.0010101010101010099,"Gradually work up to 30 minutes of activity — such as walking, jogging, swimming or bicycling — on most, if not all, days of the week.",MAYO,0.00018946570670708602,0.1875710496400152,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
PERMANENT,,,Cardiomyopathy,0.0022471910112359553,"There's usually no cure for cardiomyopathy, but the treatments can be effective at controlling symptoms and preventing complications",NHS,0.00037893141341417203,0.16862447896930655,PERMANENT
IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,Cardiomyopathy,0.0010101010101010099,"Call 911 or your local emergency number if you have severe difficulty breathing, fainting or chest pain that lasts for more than a few minutes.",MAYO,0.00018946570670708602,0.1875710496400152,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
PERMANENT,,,Cardiovascular disease,0.0011235955056179776,Diabetes is a lifelong condition that causes your blood sugar level to become too high.,NHS,0.00018946570670708602,0.16862447896930655,PERMANENT
PERMANENT,,,Cardioversion,0.0033707865168539327,medicines to control atrial fibrillation,NHS,0.0005683971201212581,0.16862447896930655,PERMANENT
IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,Cardioversion,0.0015847860538827257,"But you should not lift anything heavy for 2 weeks, and driving should be avoided for the first 2 days.",NHS,0.00018946570670708602,0.11955286093217128,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,Carotid artery disease,0.00353356890459364,Carotid artery disease develops slowly.,MAYO,0.00018946570670708602,0.05361879499810535,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,Carotid artery disease,0.0015847860538827257,Carotid artery disease causes about 10 to 20 percent of strokes.,MAYO,0.00018946570670708602,0.11955286093217128,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,Carotid endarterectomy,0.0031695721077654514,"For most people, this is between 2 to 3 weeks after the operation",NHS,0.00037893141341417203,0.11955286093217128,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,Carotid endarterectomy,0.0020202020202020198,You'll usually be able to leave hospital and return home within 48 hours,NHS,0.00037893141341417203,0.1875710496400152,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,Carpal tunnel syndrome,0.010025062656641605,"You can often treat it yourself, but it can take months to get better",NHS,0.0007578628268283443,0.07559681697612733,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH,Carpal tunnel syndrome,0.008264462809917356,"CTS sometimes clears up by itself in a few months, particularly if you have it because you're pregnant.",NHS,0.00018946570670708602,0.022925350511557408,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH
IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,Cartilage damage,0.006339144215530903,"Minor cartilage injuries may get better on their own within a few weeks, but more severe cartilage damage may eventually require surgery.",NHS,0.0007578628268283443,0.11955286093217128,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,Cartilage damage,0.0025062656641604013,"You'll usually need to take things easy for at least a few weeks after surgery, and you may not be able to return to strenuous activities and sports for several months.",NHS,0.00018946570670708602,0.07559681697612733,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
PERMANENT,,,Castleman disease,0.0011235955056179776,Unicentric Castleman disease can be cured by surgically removing the diseased lymph node.,MAYO,0.00018946570670708602,0.16862447896930655,PERMANENT
IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,Castleman disease,0.0010101010101010099,Treatment for multicentric Castleman disease generally involves medications and other therapies to control cell overgrowth.,MAYO,0.00018946570670708602,0.1875710496400152,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,Cataract surgery,0.006339144215530903,These side effects usually improve within a few days but it can take 4 to 6 weeks to recover fully.,NHS,0.0007578628268283443,0.11955286093217128,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,Cataract surgery,0.00505050505050505,You should be able to go home on the same day as your cataract surgery.,NHS,0.0009473285335354301,0.1875710496400152,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,Cataracts,0.0015847860538827257,Healing generally occurs within eight weeks.,MAYO,0.00018946570670708602,0.11955286093217128,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
PERMANENT,,,Cataracts,0.0011235955056179776,"For most people, there is no rush to remove cataracts because they usually don't harm the eye.",MAYO,0.00018946570670708602,0.16862447896930655,PERMANENT
IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,Cataracts (children),0.0035211267605633804,The second operation will usually take place within a week of the first,NHS,0.00018946570670708602,0.053808260704812434,IMPROVE FAST FROM 1 DAY TO 1 WEEK
IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,Cataracts (children),0.0015847860538827257,These will be fitted a week or two after the operation.,NHS,0.00018946570670708602,0.11955286093217128,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,Catarrh,0.003636363636363637,"It's often temporary, but some people experience it for months or years",NHS,0.00018946570670708602,0.05210306934444865,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,Catarrh,0.0015847860538827257,Catarrh will often pass in a few days or weeks as the condition that causes it improves.,NHS,0.00018946570670708602,0.11955286093217128,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
PERMANENT,,,Catheter ablation,0.0033707865168539327,medicines to control atrial fibrillation,NHS,0.0005683971201212581,0.16862447896930655,PERMANENT
IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,Catheter ablation,0.0015847860538827257,"But you should not lift anything heavy for 2 weeks, and driving should be avoided for the first 2 days.",NHS,0.00018946570670708602,0.11955286093217128,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
PERMANENT,,,Cavernoma,0.0011235955056179776,But severe haemorrhages can be life threatening and may lead to long-lasting problems.,NHS,0.00018946570670708602,0.16862447896930655,PERMANENT
IMPROVE,MODERATELY,FROM 6 MONTH TO 1 YEAR,Cavernous sinus thrombosis,0.021739130434782608,Some people also need to take anticoagulant tablets for a few months or longer after leaving hospital.,NHS,0.00018946570670708602,0.008715422508525956,IMPROVE MODERATELY FROM 6 MONTH TO 1 YEAR
IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH,Cavernous sinus thrombosis,0.008264462809917356,"However, it can take a long time to recover fully, and it may be several months before you're well enough to leave hospital",NHS,0.00018946570670708602,0.022925350511557408,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH
IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH,Celiac disease,0.008264462809917356,"For children, that usually takes three to six months.",MAYO,0.00018946570670708602,0.022925350511557408,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH
IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,Celiac disease,0.006493506493506493,"If you still have signs and symptoms after following a gluten-free diet for six months to one year, you might need further testing to look for other explanations for your symptoms.",MAYO,0.00018946570670708602,0.02917771883289125,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR
DECLINE,MODERATELY,FROM 2 MONTH TO 6 MONTH,Cellulite,0.0625,Results appear gradually over two to three months.,MAYO,0.00018946570670708602,0.0030314513073133762,DECLINE MODERATELY FROM 2 MONTH TO 6 MONTH
IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH,Cellulite,0.008264462809917356,This approach has shown to reduce the appearance of cellulite for six months to a year.,MAYO,0.00018946570670708602,0.022925350511557408,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH
IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,Cellulitis,0.0035211267605633804,"In most cases, signs and symptoms of cellulitis disappear after a few days.",MAYO,0.00018946570670708602,0.053808260704812434,IMPROVE FAST FROM 1 DAY TO 1 WEEK
IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,Cellulitis,0.0015847860538827257,Most people make a full recovery after 7 to 10 days.,NHS,0.00018946570670708602,0.11955286093217128,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,Cerebral palsy,0.003636363636363637,"For some types of surgery it can take months or even years for the full benefits to be achieved, and extensive physiotherapy may be needed to help with recovery.",NHS,0.00018946570670708602,0.05210306934444865,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
PERMANENT,,,Cerebral palsy,0.0011235955056179776,"There's currently no cure for cerebral palsy, but treatments are available to help people with the condition be as active and independent as possible.",NHS,0.00018946570670708602,0.16862447896930655,PERMANENT
IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,Cervical cancer,0.0031695721077654514,A course of radiotherapy usually lasts about 5 to 8 weeks,NHS,0.00037893141341417203,0.11955286093217128,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
PERMANENT,,,Cervical cancer,0.0011235955056179776,A hysterectomy can cure early-stage cervical cancer and prevent recurrence.,MAYO,0.00018946570670708602,0.16862447896930655,PERMANENT
PERMANENT,,,Cervical dystonia,0.0011235955056179776,There is no cure for cervical dystonia.,MAYO,0.00018946570670708602,0.16862447896930655,PERMANENT
IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,Cervical dystonia,0.0010101010101010099,"In some people, signs and symptoms may disappear without treatment, but recurrence is common.",MAYO,0.00018946570670708602,0.1875710496400152,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,Cervical screening,0.0015847860538827257,"You'll get your results by letter, usually in about 2 weeks",NHS,0.00018946570670708602,0.11955286093217128,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,Cervical spondylosis,0.0015847860538827257,"It usually takes a few weeks for treatment to work, although the pain and stiffness can come back.",NHS,0.00018946570670708602,0.11955286093217128,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
PERMANENT,,,Cervical spondylosis,0.0011235955056179776,Surgery is not always a cure but it may stop symptoms getting worse.,NHS,0.00018946570670708602,0.16862447896930655,PERMANENT
PERMANENT,,,Cervicitis,0.0011235955056179776,"However, there is no cure for herpes.",MAYO,0.00018946570670708602,0.16862447896930655,PERMANENT
DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,Chagas disease,0.00353356890459364,"Signs and symptoms of the chronic phase of Chagas disease may occur 10 to 20 years after initial infection, or they may never occur.",MAYO,0.00018946570670708602,0.05361879499810535,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,Chagas disease,0.0025062656641604013,"The acute phase of Chagas disease, which lasts for weeks or months, is often symptom-free.",MAYO,0.00018946570670708602,0.07559681697612733,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,Charcot-Marie-Tooth disease,0.00706713780918728,"But the disease generally progresses slowly, and it doesn't affect expected life span.",MAYO,0.00037893141341417203,0.05361879499810535,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
PERMANENT,,,Charcot-Marie-Tooth disease,0.0067415730337078645,There's no cure for Charcot-Marie-Tooth disease.,MAYO,0.0011367942402425162,0.16862447896930655,PERMANENT
PERMANENT,,,Charles Bonnet syndrome,0.0011235955056179776,There's currently no cure for Charles Bonnet syndrome.,NHS,0.00018946570670708602,0.16862447896930655,PERMANENT
IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,Charles Bonnet syndrome,0.0010101010101010099,"They can sometimes occur out of the blue, and can last for a few minutes or several hours.",NHS,0.00018946570670708602,0.1875710496400152,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
PERMANENT,,,Chemo brain,0.0011235955056179776,No alternative treatments have been found to prevent or cure chemo brain.,MAYO,0.00018946570670708602,0.16862447896930655,PERMANENT
IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,Chemo brain,0.0010101010101010099,You can take steps to ease chemo brain symptoms on your own.,MAYO,0.00018946570670708602,0.1875710496400152,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH,Chemotherapy,0.008264462809917356,"You'll usually have several treatment sessions, which will typically be spread over the course of a few months.",NHS,0.00018946570670708602,0.022925350511557408,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH
IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,Chemotherapy,0.0025062656641604013,"Chemotherapy involves several treatment sessions, typically spread over a few months.",NHS,0.00018946570670708602,0.07559681697612733,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,Chest infection,0.0031695721077654514,"These symptoms can be unpleasant, but they usually get better on their own in about 7 to 10 days.",NHS,0.00037893141341417203,0.11955286093217128,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,Chest pain,0.0010101010101010099,"Pain that lasts more than a few minutes, gets worse with activity, goes away and comes back, or varies in intensity",MAYO,0.00018946570670708602,0.1875710496400152,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,Chiari malformation,0.00353356890459364,"In some people, Chiari malformation can become a progressive disorder and lead to serious complications.",MAYO,0.00018946570670708602,0.05361879499810535,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,Chiari malformation,0.0020202020202020198,"safe, painless test produces detailed 3D images of structural abnormalities in your brain that may be contributing to your symptoms.",MAYO,0.00037893141341417203,0.1875710496400152,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,Chickenpox,0.0035211267605633804,It usually gets better by itself within a week without needing to see a GP,NHS,0.00018946570670708602,0.053808260704812434,IMPROVE FAST FROM 1 DAY TO 1 WEEK
IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,Chilblains,0.0047543581616481785,Chilblains usually go away on their own in 2 to 3 weeks.,NHS,0.0005683971201212581,0.11955286093217128,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,Childhood apraxia of speech,0.003636363636363637,"These symptoms are usually noticed between ages 18 months and 2 years, and may indicate suspected CAS.",MAYO,0.00018946570670708602,0.05210306934444865,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
PERMANENT,,,Childhood apraxia of speech,0.0011235955056179776,"Childhood apraxia of speech (CAS) has a number of possible causes, but in many cases a cause can't be determined.",MAYO,0.00018946570670708602,0.16862447896930655,PERMANENT
PERMANENT,,,Childhood asthma,0.0011235955056179776,"Unfortunately, childhood asthma can't be cured, and symptoms can continue into adulthood.",MAYO,0.00018946570670708602,0.16862447896930655,PERMANENT
IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,Childhood asthma,0.0010101010101010099,"These medications act within minutes, and effects last several hours.",MAYO,0.00018946570670708602,0.1875710496400152,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,Childhood schizophrenia,0.00353356890459364,"When childhood schizophrenia begins early in life, symptoms may build up gradually.",MAYO,0.00018946570670708602,0.05361879499810535,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
PERMANENT,,,Childhood schizophrenia,0.0011235955056179776,Schizophrenia is a chronic condition that requires lifelong treatment.,MAYO,0.00018946570670708602,0.16862447896930655,PERMANENT
IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,Chlamydia trachomatis,0.0015847860538827257,"In most cases, the infection resolves within one to two weeks.",MAYO,0.00018946570670708602,0.11955286093217128,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
PERMANENT,,,Cholangiocarcinoma (bile duct cancer),0.0011235955056179776,"For many, a liver transplant is a cure for hilar cholangiocarcinoma, but there is a risk that the cancer will recur after a liver transplant.",MAYO,0.00018946570670708602,0.16862447896930655,PERMANENT
PERMANENT,,,Cholera,0.0011235955056179776,"There's a vaccine for cholera, but most people don't need it.",NHS,0.00018946570670708602,0.16862447896930655,PERMANENT
IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,Cholera,0.0010101010101010099,"If untreated, severe hypovolemic shock can cause death in minutes.",MAYO,0.00018946570670708602,0.1875710496400152,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
IMPROVE,FAST,FROM 8 DAY TO 2 MONTH,Cholesteatoma,0.05,"You may need to stay in hospital overnight after the operation, and you should plan to take a week or so off work.",NHS,0.00018946570670708602,0.003789314134141721,IMPROVE FAST FROM 8 DAY TO 2 MONTH
IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,Cholesteatoma,0.0015847860538827257,"You may be advised to avoid flying, swimming and doing strenuous activities or sports for a few weeks after surgery",NHS,0.00018946570670708602,0.11955286093217128,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,Chordoma,0.00353356890459364,Chordoma usually grows slowly.,MAYO,0.00018946570670708602,0.05361879499810535,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,Chordoma,0.0031695721077654514,"from spinal surgery may take weeks or longer, depending on the procedure.",MAYO,0.00037893141341417203,0.11955286093217128,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
IMPROVE,MODERATELY,FROM 6 MONTH TO 1 YEAR,Chorionic villus sampling,0.021739130434782608,"CVS is usually carried out between the 11th and 14th weeks of pregnancy, although it's sometimes performed later than this if necessary.",NHS,0.00018946570670708602,0.008715422508525956,IMPROVE MODERATELY FROM 6 MONTH TO 1 YEAR
PERMANENT,,,Chorionic villus sampling,0.0011235955056179776,"There's no cure for most of the conditions found by CVS, so you'll need to consider your options carefully.",NHS,0.00018946570670708602,0.16862447896930655,PERMANENT
PERMANENT,,,Choroid plexus carcinoma,0.0011235955056179776,No alternative treatments have been proved to cure brain tumors.,MAYO,0.00018946570670708602,0.16862447896930655,PERMANENT
IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,Choroid plexus carcinoma,0.0010101010101010099,"Radiosurgery is typically done in one treatment, and in most cases you can go home the same day.",MAYO,0.00018946570670708602,0.1875710496400152,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,Chronic bronchitis,0.003636363636363637,Chronic bronchitis is a daily productive cough that lasts for 3 months of the year and for at least 2 years in a row.,NHS,0.00018946570670708602,0.05210306934444865,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,Chronic cough,0.0015847860538827257,"A chronic cough is a cough that lasts eight weeks or longer in adults, or four weeks in children.",MAYO,0.00018946570670708602,0.11955286093217128,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,Chronic exertional compartment syndrome,0.0020202020202020198,Chronic exertional compartment syndrome may respond to nonoperative treatment and activity modification.,MAYO,0.00037893141341417203,0.1875710496400152,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
PERMANENT,,,Chronic fatigue syndrome,0.0033707865168539327,There is no cure for chronic fatigue syndrome.,MAYO,0.0005683971201212581,0.16862447896930655,PERMANENT
